,level_0,index,userId,movieId,rating,timestampRating,tag,timestampTag,title,genres,titleOnly,year,genreCat,tagSentiment
2635,2857,2857,474,8784,4.0,1108868034,psychology,1138040105,Garden State (2004),Comedy|Drama|Romance,Garden State,2004,213,0.0
2636,2858,2858,474,8796,2.5,1090326685,Rome,1137375385,"Funny Thing Happened on the Way to the Forum, A (1966)",Comedy|Musical,"Funny Thing Happened on the Way to the Forum, A",1966,224,0.0
2637,2859,2859,474,8809,4.0,1127143337,Australia,1138040052,Danny Deckchair (2003),Comedy|Romance,Danny Deckchair,2003,229,0.0
2638,2860,2860,474,8827,4.0,1092012139,Stand Up,1138039969,"Bill Cosby, Himself (1983)",Comedy|Documentary,"Bill Cosby, Himself",1983,203,0.0
2639,2861,2861,474,8874,4.0,1108734618,zombies,1138040225,Shaun of the Dead (2004),Comedy|Horror,Shaun of the Dead,2004,221,0.0
2640,2862,2862,474,8875,4.0,1095092244,alcoholism,1138040042,"Come Back, Little Sheba (1952)",Drama,"Come Back, Little Sheba",1952,263,0.0
2641,2863,2863,474,8875,4.0,1095092244,marriage,1138040042,"Come Back, Little Sheba (1952)",Drama,"Come Back, Little Sheba",1952,263,0.0
2642,2864,2864,474,8879,3.0,1145755122,Agatha Christie,1145755135,Murder on the Orient Express (1974),Crime|Mystery|Thriller,Murder on the Orient Express,1974,256,0.0
2643,2865,2865,474,8879,3.0,1145755122,Oscar (Best Supporting Actress),1145755138,Murder on the Orient Express (1974),Crime|Mystery|Thriller,Murder on the Orient Express,1974,256,0.7964
2644,2866,2866,474,8879,3.0,1145755122,train,1145755140,Murder on the Orient Express (1974),Crime|Mystery|Thriller,Murder on the Orient Express,1974,256,0.0
2645,2867,2867,474,8880,4.0,1095092238,disability,1138040162,Mask (1985),Drama,Mask,1985,263,0.0
2646,2868,2868,474,8914,4.0,1114175093,time travel,1138040211,Primer (2004),Drama|Sci-Fi,Primer,2004,295,0.0
2647,2869,2869,474,8920,3.5,1238350317,Oscar (Best Actress),1142282522,"Country Girl, The (1954)",Drama,"Country Girl, The",1954,263,0.6369
2648,2870,2870,474,8938,4.0,1116517476,parenthood,1138040262,Tarnation (2003),Documentary,Tarnation,2003,259,0.0
2649,2871,2871,474,8938,4.0,1116517476,psychology,1138040262,Tarnation (2003),Documentary,Tarnation,2003,259,0.0
2650,2872,2872,474,8943,2.5,1112208217,stage,1137375373,Being Julia (2004),Comedy|Drama,Being Julia,2004,205,0.0
2651,2873,2873,474,8949,4.0,1112965884,wine,1138040242,Sideways (2004),Comedy|Drama|Romance,Sideways,2004,213,0.0
2652,2874,2874,474,8951,4.0,1112619796,abortion,1138040272,Vera Drake (2004),Drama,Vera Drake,2004,263,0.0
2653,2875,2875,474,8958,4.0,1113172332,biopic,1138040214,Ray (2004),Drama,Ray,2004,263,0.0
2654,2876,2876,474,8961,4.0,1111151849,Disney,1138040115,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,"Incredibles, The",2004,1,0.0
2655,2877,2877,474,8961,4.0,1111151849,superhero,1138040115,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,"Incredibles, The",2004,1,0.0
2656,2878,2878,477,8961,4.0,1200940137,animation,1244789192,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,"Incredibles, The",2004,1,0.0
2657,2879,2879,477,8961,4.0,1200940137,Samuel L. Jackson,1244789197,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,"Incredibles, The",2004,1,0.0
2658,2880,2880,474,8970,4.0,1112018563,Peter Pan,1138040086,Finding Neverland (2004),Drama,Finding Neverland,2004,263,0.0
2659,2881,2881,474,8979,4.0,1137521438,Hearst,1137521449,Guerrilla: The Taking of Patty Hearst (2004),Documentary,Guerrilla: The Taking of Patty Hearst,2004,259,0.0
2660,2883,2883,474,9018,4.0,1101737052,journalism,1138040046,Control Room (2004),Documentary|War,Control Room,2004,262,0.0
2661,2884,2884,474,25753,4.0,1139940944,gold,1139940948,Greed (1924),Drama,Greed,1924,263,0.0
2662,2885,2885,474,25825,4.5,1137008654,revenge,1137205843,Fury (1936),Drama|Film-Noir,Fury,1936,272,-0.5267
2663,2886,2886,474,25841,4.0,1112298909,show business,1138040249,Stage Door (1937),Drama,Stage Door,1937,263,0.0
2664,2887,2887,474,25865,4.0,1201833271,In Netflix queue,1137201652,"Letter, The (1940)",Drama|Film-Noir,"Letter, The",1940,272,0.0
2665,2888,2888,474,25886,4.5,1112304690,made me cry,1137206038,Random Harvest (1942),Drama|Romance,Random Harvest,1942,290,-0.4767
2666,2889,2889,474,25940,3.5,1137521287,mirrors,1137521290,"Lady from Shanghai, The (1947)",Drama|Film-Noir|Mystery,"Lady from Shanghai, The",1947,273,0.0
2667,2890,2890,474,25952,4.0,1201833252,In Netflix queue,1137179713,"Letter to Three Wives, A (1949)",Comedy|Drama,"Letter to Three Wives, A",1949,205,0.0
2668,2891,2891,474,26151,3.5,1145749882,donkey,1145749895,Au Hasard Balthazar (1966),Crime|Drama,Au Hasard Balthazar,1966,235,0.0
2669,2896,2896,474,27790,4.0,1131475327,religion,1138040326,Millions (2004),Children|Comedy|Crime|Drama|Fantasy,Millions,2004,179,0.0
2670,2897,2897,474,27790,4.0,1131475327,saints,1138040326,Millions (2004),Children|Comedy|Crime|Drama|Fantasy,Millions,2004,179,0.0
2671,2901,2901,474,27838,4.5,1109360337,revenge,1137205953,Mean Creek (2004),Drama|Thriller,Mean Creek,2004,297,-0.5267
2672,2902,2902,474,27878,4.0,1128097747,India,1138038974,Born into Brothels (2004),Documentary,Born into Brothels,2004,259,0.0
2673,2903,2903,474,27882,4.0,1139939397,surfing,1139939407,Riding Giants (2004),Documentary,Riding Giants,2004,259,0.0
2674,2904,2904,474,30707,4.0,1107784398,boxing,1138040320,Million Dollar Baby (2004),Drama,Million Dollar Baby,2004,263,0.0
2675,2905,2905,474,30749,4.5,1113769578,genocide,1137205917,Hotel Rwanda (2004),Drama|War,Hotel Rwanda,2004,300,0.0
2676,2906,2906,474,30793,4.0,1132423177,roald dahl,1138038979,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,Charlie and the Chocolate Factory,2005,118,0.0
2677,2907,2907,474,30812,4.0,1117025726,biopic,1138038949,"Aviator, The (2004)",Drama,"Aviator, The",2004,263,0.0
2678,2908,2908,474,30812,4.0,1117025726,Howard Hughes,1138038949,"Aviator, The (2004)",Drama,"Aviator, The",2004,263,0.0
2679,2909,2909,474,30812,4.0,1117025726,movie business,1138038949,"Aviator, The (2004)",Drama,"Aviator, The",2004,263,0.0
2680,2910,2910,474,30820,4.5,1113769507,child abuse,1137206121,"Woodsman, The (2004)",Drama,"Woodsman, The",2004,263,-0.6369
2681,2911,2911,474,30822,4.5,1119128254,busniess,1137205938,In Good Company (2004),Comedy|Drama,In Good Company,2004,205,0.0
2682,2912,2912,474,30850,4.5,1116256930,Shakespeare,1137181555,"Merchant of Venice, The (2004)",Drama,"Merchant of Venice, The",2004,263,0.0
2683,2913,2913,474,31030,4.0,1107444837,motherhood,1138040311,I Remember Mama (1948),Children|Drama,I Remember Mama,1948,184,0.0
2684,2915,2915,474,31903,4.0,1130961734,marriage,1138040364,Zelary (2003),Drama|Romance,Zelary,2003,290,0.0
2685,2916,2916,474,32582,4.5,1138804192,birds,1138804206,"Wild Parrots of Telegraph Hill, The (2003)",Documentary,"Wild Parrots of Telegraph Hill, The",2003,259,0.0
2686,2917,2917,474,32582,4.5,1138804192,parrots,1138804206,"Wild Parrots of Telegraph Hill, The (2003)",Documentary,"Wild Parrots of Telegraph Hill, The",2003,259,0.0
2687,2918,2918,474,32584,4.0,1124710477,fatherhood,1138038959,"Ballad of Jack and Rose, The (2005)",Drama,"Ballad of Jack and Rose, The",2005,263,0.0
2688,2919,2919,474,33154,3.5,1137766098,business,1137766122,Enron: The Smartest Guys in the Room (2005),Documentary,Enron: The Smartest Guys in the Room,2005,259,0.0
2689,2920,2920,474,33154,3.5,1137766098,money,1137766122,Enron: The Smartest Guys in the Room (2005),Documentary,Enron: The Smartest Guys in the Room,2005,259,0.0
2690,2921,2921,474,33154,3.5,1137766098,scandal,1137766123,Enron: The Smartest Guys in the Room (2005),Documentary,Enron: The Smartest Guys in the Room,2005,259,-0.4404
2691,2922,2922,474,33166,4.0,1126533581,racism,1138038982,Crash (2004),Crime|Drama,Crash,2004,235,-0.6249
2692,2923,2923,474,33493,4.5,1118006457,space,1137206087,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,Star Wars: Episode III - Revenge of the Sith,2005,35,0.0
2693,2924,2924,474,33493,4.5,1118006457,space opera,1137206087,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,Star Wars: Episode III - Revenge of the Sith,2005,35,0.0
2694,2925,2925,474,34271,3.5,1141848736,hip hop,1141848751,Hustle & Flow (2005),Crime|Drama,Hustle & Flow,2005,235,0.0
2695,2926,2926,474,34359,4.0,1122323286,pregnancy,1138040301,Georgy Girl (1966),Comedy,Georgy Girl,1966,189,0.0
2696,2927,2927,474,34437,4.0,1139693851,In Netflix queue,1137179720,Broken Flowers (2005),Comedy|Drama,Broken Flowers,2005,205,0.0
2697,2928,2928,474,34528,4.0,1139693884,pregnancy,1139693892,Junebug (2005),Comedy|Drama,Junebug,2005,205,0.0
2698,2929,2929,474,34542,4.0,1135958409,Animal movie,1138039000,Grizzly Man (2005),Documentary,Grizzly Man,2005,259,0.0
2699,2930,2930,474,34542,4.0,1135958409,bears,1138039000,Grizzly Man (2005),Documentary,Grizzly Man,2005,259,0.0
2700,2931,2931,474,35015,3.5,1150143118,Animal movie,1137180081,Duma (2005),Adventure|Drama,Duma,2005,140,0.0
2701,2932,2932,474,35015,3.5,1150143118,In Netflix queue,1137202200,Duma (2005),Adventure|Drama,Duma,2005,140,0.0
2702,2933,2933,474,36517,4.0,1139234924,Africa,1139234947,"Constant Gardener, The (2005)",Drama|Thriller,"Constant Gardener, The",2005,297,0.0
2703,2934,2934,474,36517,4.0,1139234924,business,1139234947,"Constant Gardener, The (2005)",Drama|Thriller,"Constant Gardener, The",2005,297,0.0
2704,2935,2935,474,36517,4.0,1139234924,politics,1139234947,"Constant Gardener, The (2005)",Drama|Thriller,"Constant Gardener, The",2005,297,0.0
2705,2936,2936,474,36527,3.5,1140101859,mathematics,1137201998,Proof (2005),Drama,Proof,2005,263,0.0
2706,2937,2937,474,36535,3.5,1165540020,In Netflix queue,1137201162,Everything Is Illuminated (2005),Comedy|Drama,Everything Is Illuminated,2005,205,0.0
2707,2938,2938,474,37733,4.0,1145125851,In Netflix queue,1137200955,"History of Violence, A (2005)",Action|Crime|Drama|Thriller,"History of Violence, A",2005,64,0.0
2708,2939,2939,474,37736,3.5,1139940649,Dickens,1139940656,Oliver Twist (2005),Drama,Oliver Twist,2005,263,0.0
2709,2940,2940,474,37741,4.5,1142996159,Truman Capote,1142996187,Capote (2005),Crime|Drama,Capote,2005,235,0.0
2710,2941,2941,474,38038,4.5,1139664180,06 Oscar Nominated Best Movie - Animation,1139664190,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,Wallace & Gromit in The Curse of the Were-Rabbit,2005,97,0.6369
2711,2942,2942,474,38038,4.5,1139664180,Aardman,1139664221,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Animation|Children|Comedy,Wallace & Gromit in The Curse of the Were-Rabbit,2005,97,0.0
2712,2943,2943,474,38886,4.0,1145451828,divorce,1145451837,"Squid and the Whale, The (2005)",Comedy|Drama,"Squid and the Whale, The",2005,205,0.0
2713,2944,2944,474,39234,4.0,1140576315,courtroom drama,1140576326,North Country (2005),Drama,North Country,2005,263,0.0
2714,2945,2945,474,39234,4.0,1140576315,In Netflix queue,1137202089,North Country (2005),Drama,North Country,2005,263,0.0
2715,2946,2946,474,39292,4.0,1145125435,In Netflix queue,1137201595,"Good Night, and Good Luck. (2005)",Crime|Drama,"Good Night, and Good Luck.",2005,235,0.0
2716,2947,2947,474,39292,4.0,1145125435,journalism,1137201595,"Good Night, and Good Luck. (2005)",Crime|Drama,"Good Night, and Good Luck.",2005,235,0.0
2717,2948,2948,474,39292,4.0,1145125435,McCarthy hearings,1137201595,"Good Night, and Good Luck. (2005)",Crime|Drama,"Good Night, and Good Luck.",2005,235,0.0
2718,2949,2949,474,39292,4.0,1145125435,Morrow,1137201595,"Good Night, and Good Luck. (2005)",Crime|Drama,"Good Night, and Good Luck.",2005,235,0.0
2719,2950,2950,474,40583,3.5,1165540032,In Netflix queue,1137200527,Syriana (2005),Drama|Thriller,Syriana,2005,297,0.0
2720,2951,2951,474,40629,3.5,1144778236,In Netflix queue,1137179797,Pride & Prejudice (2005),Drama|Romance,Pride & Prejudice,2005,290,0.0
2721,2952,2952,474,40815,5.0,1133204269,Magic,1137202776,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,Harry Potter and the Goblet of Fire,2005,151,0.0
2722,2953,2953,474,40815,5.0,1133204269,Wizards,1137202776,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,Harry Potter and the Goblet of Fire,2005,151,0.0
2723,2954,2954,474,40819,4.0,1141848702,Johnny Cash,1137200595,Walk the Line (2005),Drama|Musical|Romance,Walk the Line,2005,285,0.0
2724,2955,2955,474,41566,4.5,1136167922,C.S. Lewis,1137181617,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",2005,124,0.0
2725,2956,2956,474,41997,4.0,1147625054,In Netflix queue,1137179603,Munich (2005),Action|Crime|Drama|Thriller,Munich,2005,64,0.0
2726,2957,2957,474,42002,4.0,1150143113,In Netflix queue,1137202150,"Producers, The (2005)",Comedy|Musical,"Producers, The",2005,224,0.0
2727,2958,2958,474,42740,3.5,1165540081,In Netflix queue,1138804237,Looking for Comedy in the Muslim World (2005),Comedy,Looking for Comedy in the Muslim World,2005,189,0.0
2728,2959,2959,477,1274,5.0,1200943136,animation,1244787931,Akira (1988),Action|Adventure|Animation|Sci-Fi,Akira,1988,4,0.0
2729,2960,2960,477,1274,5.0,1200943136,anime,1244787929,Akira (1988),Action|Adventure|Animation|Sci-Fi,Akira,1988,4,0.0
2730,2961,2961,477,1274,5.0,1200943136,visually stunning,1244787944,Akira (1988),Action|Adventure|Animation|Sci-Fi,Akira,1988,4,0.3818
2731,2962,2962,477,2393,3.5,1242278841,cameo:Whoopi Goldberg,1242278473,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,Star Trek: Insurrection,1998,74,0.0
2732,2963,2963,477,2393,3.5,1242278841,space opera,1242278463,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,Star Trek: Insurrection,1998,74,0.0
2733,2964,2964,477,2393,3.5,1242278841,Star Trek,1242278464,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi,Star Trek: Insurrection,1998,74,0.0
2734,2965,2965,477,2694,4.0,1200941555,Adam Sandler,1244787788,Big Daddy (1999),Comedy,Big Daddy,1999,189,0.0
2735,2966,2966,477,3527,4.0,1269832587,aliens,1278683918,Predator (1987),Action|Sci-Fi|Thriller,Predator,1987,93,0.0
2736,2967,2967,477,3527,4.0,1269832587,Arnold Schwarzenegger,1269832592,Predator (1987),Action|Sci-Fi|Thriller,Predator,1987,93,0.0
2737,2968,2968,477,3527,4.0,1269832587,dialogue,1269832605,Predator (1987),Action|Sci-Fi|Thriller,Predator,1987,93,0.0
2738,2969,2969,477,3527,4.0,1269832587,guns,1278683912,Predator (1987),Action|Sci-Fi|Thriller,Predator,1987,93,0.0
2739,2970,2970,477,3527,4.0,1269832587,Jesse Ventura,1269832593,Predator (1987),Action|Sci-Fi|Thriller,Predator,1987,93,0.0
2740,2971,2971,477,3527,4.0,1269832587,macho,1269832597,Predator (1987),Action|Sci-Fi|Thriller,Predator,1987,93,0.0
2741,2972,2972,477,3527,4.0,1269832587,sci-fi,1269832609,Predator (1987),Action|Sci-Fi|Thriller,Predator,1987,93,0.0
2742,2973,2973,477,3527,4.0,1269832587,scifi cult,1269832612,Predator (1987),Action|Sci-Fi|Thriller,Predator,1987,93,0.0
2743,2974,2974,477,4454,5.0,1245030211,claymation,1245030193,More (1998),Animation|Drama|Sci-Fi|IMAX,More,1998,174,0.0
2744,2975,2975,477,4454,5.0,1245030211,creativity,1245030187,More (1998),Animation|Drama|Sci-Fi|IMAX,More,1998,174,0.3818
2745,2976,2976,477,4454,5.0,1245030211,dystopia,1245030190,More (1998),Animation|Drama|Sci-Fi|IMAX,More,1998,174,0.0
2746,2977,2977,477,4454,5.0,1245030211,free to download,1245030175,More (1998),Animation|Drama|Sci-Fi|IMAX,More,1998,174,0.5106
2747,2978,2978,477,4454,5.0,1245030211,imagination,1245030178,More (1998),Animation|Drama|Sci-Fi|IMAX,More,1998,174,0.0
2748,2979,2979,477,4454,5.0,1245030211,no dialogue,1245030196,More (1998),Animation|Drama|Sci-Fi|IMAX,More,1998,174,-0.296
2749,2980,2980,477,4454,5.0,1245030211,social commentary,1245030185,More (1998),Animation|Drama|Sci-Fi|IMAX,More,1998,174,0.0
2750,2981,2981,477,4725,4.0,1252820187,mental hospital,1252820163,Session 9 (2001),Horror|Thriller,Session 9,2001,314,0.0
2751,2982,2982,477,4725,4.0,1252820187,psychology,1252820170,Session 9 (2001),Horror|Thriller,Session 9,2001,314,0.0
2752,2983,2983,477,4725,4.0,1252820187,suspense,1252820168,Session 9 (2001),Horror|Thriller,Session 9,2001,314,0.0
2753,2984,2984,477,4725,4.0,1252820187,Well Done,1252820180,Session 9 (2001),Horror|Thriller,Session 9,2001,314,0.2732
2754,2988,2988,477,7439,3.0,1206218214,comic book,1201196824,"Punisher, The (2004)",Action|Crime|Thriller,"Punisher, The",2004,72,0.0
2755,2989,2989,477,8783,4.5,1200941458,Atmospheric,1242580424,"Village, The (2004)",Drama|Mystery|Thriller,"Village, The",2004,289,0.0
2756,2990,2990,477,8783,4.5,1200941458,good soundtrack,1242580444,"Village, The (2004)",Drama|Mystery|Thriller,"Village, The",2004,289,0.4404
2757,2991,2991,477,8783,4.5,1200941458,M. Night Shyamalan,1242580441,"Village, The (2004)",Drama|Mystery|Thriller,"Village, The",2004,289,0.0
2758,2992,2992,477,41569,4.0,1200941186,big budget,1262795959,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,King Kong,2005,20,0.0
2759,2994,2994,477,45499,3.5,1200940289,Halle Berry,1262795979,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,X-Men: The Last Stand,2006,93,0.0
2760,2995,2995,477,45499,3.5,1200940289,Hugh Jackman,1262795972,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller,X-Men: The Last Stand,2006,93,0.0
2761,2996,2996,477,45730,3.0,1222057568,bad,1242580531,Lady in the Water (2006),Drama|Fantasy|Mystery,Lady in the Water,2006,267,-0.5423
2762,2997,2997,477,45730,3.0,1222057568,disappointing,1242580521,Lady in the Water (2006),Drama|Fantasy|Mystery,Lady in the Water,2006,267,-0.4939
2763,2998,2998,477,45730,3.0,1222057568,faerie tale,1242580526,Lady in the Water (2006),Drama|Fantasy|Mystery,Lady in the Water,2006,267,0.0
2764,2999,2999,477,45730,3.0,1222057568,fairy tale,1242580523,Lady in the Water (2006),Drama|Fantasy|Mystery,Lady in the Water,2006,267,0.0
2765,3000,3000,477,45730,3.0,1222057568,far fetched,1242580497,Lady in the Water (2006),Drama|Fantasy|Mystery,Lady in the Water,2006,267,0.0
2766,3001,3001,477,45730,3.0,1222057568,M. Night Shyamalan,1242580504,Lady in the Water (2006),Drama|Fantasy|Mystery,Lady in the Water,2006,267,0.0
2767,3002,3002,477,45730,3.0,1222057568,Paul Giamatti,1242580508,Lady in the Water (2006),Drama|Fantasy|Mystery,Lady in the Water,2006,267,0.0
2768,3003,3003,477,47610,4.0,1200941561,costume drama,1242580608,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,"Illusionist, The",2006,268,0.0
2769,3004,3004,477,47610,4.0,1200941561,Edward Norton,1242580578,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,"Illusionist, The",2006,268,0.0
2770,3005,3005,477,47610,4.0,1200941561,magic,1242580595,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,"Illusionist, The",2006,268,0.0
2771,3006,3006,477,47610,4.0,1200941561,Paul Giamatti,1242580580,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,"Illusionist, The",2006,268,0.0
2772,3008,3008,477,53468,4.0,1254101367,zombies,1254101434,Fido (2006),Comedy|Horror|Thriller,Fido,2006,223,0.0
2773,3009,3009,477,54503,5.0,1200941052,friendship,1244566102,Superbad (2007),Comedy,Superbad,2007,189,0.4404
2774,3010,3010,477,54503,5.0,1200941052,high school,1244566117,Superbad (2007),Comedy,Superbad,2007,189,0.0
2775,3011,3011,477,54503,5.0,1200941052,Michael Cera,1244566094,Superbad (2007),Comedy,Superbad,2007,189,0.0
2776,3012,3012,477,54503,5.0,1200941052,nerds,1244566133,Superbad (2007),Comedy,Superbad,2007,189,0.0
2777,3013,3013,477,54503,5.0,1200941052,self discovery,1244566119,Superbad (2007),Comedy,Superbad,2007,189,0.0
2778,3014,3014,477,54503,5.0,1200941052,shenanigans,1244566122,Superbad (2007),Comedy,Superbad,2007,189,0.0
2779,3015,3015,477,54503,5.0,1200941052,virginity,1244566127,Superbad (2007),Comedy,Superbad,2007,189,0.0
2780,3017,3017,477,56174,4.0,1200941094,alone in the world,1262795676,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,I Am Legend,2007,83,-0.25
2781,3018,3018,477,56174,4.0,1200941094,apocalypse,1262795677,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,I Am Legend,2007,83,0.0
2782,3019,3019,477,56174,4.0,1200941094,based on a book,1262795681,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,I Am Legend,2007,83,0.0
2783,3020,3020,477,56174,4.0,1200941094,last man on earth,1262795684,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,I Am Legend,2007,83,0.0
2784,3021,3021,477,56174,4.0,1200941094,plot holes,1262795671,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,I Am Legend,2007,83,0.0
2785,3022,3022,477,56174,4.0,1200941094,Post apocalyptic,1262795695,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,I Am Legend,2007,83,-0.6597
2786,3023,3023,477,56174,4.0,1200941094,post-apocalyptic,1262795699,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,I Am Legend,2007,83,0.0
2787,3024,3024,477,56174,4.0,1200941094,religion,1262795669,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,I Am Legend,2007,83,0.0
2788,3025,3025,477,56174,4.0,1200941094,vampire,1262795702,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller|IMAX,I Am Legend,2007,83,0.0
2789,3026,3026,477,56367,4.0,1226843648,Michael Cera,1244566158,Juno (2007),Comedy|Drama|Romance,Juno,2007,213,0.0
2790,3027,3027,477,56367,4.0,1226843648,notable soundtrack,1244566156,Juno (2007),Comedy|Drama|Romance,Juno,2007,213,0.0
2791,3028,3028,477,56367,4.0,1226843648,pregnancy,1244566154,Juno (2007),Comedy|Drama|Romance,Juno,2007,213,0.0
2792,3029,3029,477,56367,4.0,1226843648,teenage pregnancy,1244566153,Juno (2007),Comedy|Drama|Romance,Juno,2007,213,0.0
2793,3030,3030,477,56367,4.0,1226843648,witty,1244566176,Juno (2007),Comedy|Drama|Romance,Juno,2007,213,0.0
2794,3031,3031,477,57669,5.0,1269832553,black comedy,1269832562,In Bruges (2008),Comedy|Crime|Drama|Thriller,In Bruges,2008,196,0.3612
2795,3032,3032,477,57669,5.0,1269832553,Colin Farrell,1269832561,In Bruges (2008),Comedy|Crime|Drama|Thriller,In Bruges,2008,196,0.0
2796,3033,3033,477,57669,5.0,1269832553,dark comedy,1269832559,In Bruges (2008),Comedy|Crime|Drama|Thriller,In Bruges,2008,196,0.3612
2797,3034,3034,477,57669,5.0,1269832553,drugs,1269832564,In Bruges (2008),Comedy|Crime|Drama|Thriller,In Bruges,2008,196,0.0
2798,3035,3035,477,57669,5.0,1269832553,friendship,1269832567,In Bruges (2008),Comedy|Crime|Drama|Thriller,In Bruges,2008,196,0.4404
2799,3036,3036,477,57669,5.0,1269832553,irreverent,1269832579,In Bruges (2008),Comedy|Crime|Drama|Thriller,In Bruges,2008,196,0.0
2800,3037,3037,477,57669,5.0,1269832553,Ralph Fiennes,1269832572,In Bruges (2008),Comedy|Crime|Drama|Thriller,In Bruges,2008,196,0.0
2801,3038,3038,477,57669,5.0,1269832553,stylized,1269832574,In Bruges (2008),Comedy|Crime|Drama|Thriller,In Bruges,2008,196,0.0
2802,3039,3039,477,59141,4.5,1241396097,movies about movies,1241396155,Son of Rambow (2007),Children|Comedy|Drama,Son of Rambow,2007,180,0.0
2803,3040,3040,477,60069,5.0,1214714005,last man on earth,1241396252,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,WALL·E,2008,112,0.0
2804,3041,3041,477,60069,5.0,1214714005,love story,1241396256,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,WALL·E,2008,112,0.6369
2805,3042,3042,477,60069,5.0,1214714005,Post apocalyptic,1241396239,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,WALL·E,2008,112,-0.6597
2806,3043,3043,477,60069,5.0,1214714005,social commentary,1241396236,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,WALL·E,2008,112,0.0
2807,3044,3044,477,62336,5.0,1234853193,2D animation,1282924611,FLCL (2000),Animation|Comedy|Fantasy|Sci-Fi,FLCL,2000,172,0.0
2808,3045,3045,477,62336,5.0,1234853193,cult film,1282924621,FLCL (2000),Animation|Comedy|Fantasy|Sci-Fi,FLCL,2000,172,0.0
2809,3046,3046,477,62336,5.0,1234853193,stylish,1282924615,FLCL (2000),Animation|Comedy|Fantasy|Sci-Fi,FLCL,2000,172,0.0
2810,3047,3047,477,62336,5.0,1234853193,surreal,1282924617,FLCL (2000),Animation|Comedy|Fantasy|Sci-Fi,FLCL,2000,172,0.0
2811,3048,3048,477,66934,5.0,1239576184,joss whedon,1244788368,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,Dr. Horrible's Sing-Along Blog,2008,211,0.0
2812,3049,3049,477,66934,5.0,1239576184,Nathan Fillion,1244788378,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,Dr. Horrible's Sing-Along Blog,2008,211,0.0
2813,3050,3050,477,66934,5.0,1239576184,Neil Patrick Harris,1244788374,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,Dr. Horrible's Sing-Along Blog,2008,211,0.0
2814,3051,3051,477,66934,5.0,1239576184,parody,1244788359,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,Dr. Horrible's Sing-Along Blog,2008,211,0.0
2815,3052,3052,477,67087,3.5,1269833849,Andy Samberg,1269833868,"I Love You, Man (2009)",Comedy,"I Love You, Man",2009,189,0.0
2816,3053,3053,477,67087,3.5,1269833849,bromance,1269833887,"I Love You, Man (2009)",Comedy,"I Love You, Man",2009,189,0.0
2817,3054,3054,477,67087,3.5,1269833849,bromantic,1269833884,"I Love You, Man (2009)",Comedy,"I Love You, Man",2009,189,0.0
